gameid,teamname,result
ESPORTSTMNT06_2531561,Miners,0
ESPORTSTMNT06_2531561,FURIA,1
ESPORTSTMNT03_2884954,FlyQuest,0
ESPORTSTMNT03_2884954,Cloud9,1
ESPORTSTMNT03_2884984,100 Thieves,1
ESPORTSTMNT03_2884984,Dignitas,0
ESPORTSTMNT03_2885023,Team Liquid,1
ESPORTSTMNT03_2885023,TSM,0
ESPORTSTMNT03_2885040,Golden Guardians,0
ESPORTSTMNT03_2885040,NRG Kia,1
ESPORTSTMNT03_2885053,Immortals,0
ESPORTSTMNT03_2885053,Evil Geniuses,1
ESPORTSTMNT06_2541572,Hanwha Life Esports,1
ESPORTSTMNT06_2541572,Kwangdong Freecs,0
ESPORTSTMNT06_2541596,Kwangdong Freecs,1
ESPORTSTMNT06_2541596,Hanwha Life Esports,0
ESPORTSTMNT03_2885139,HELL PIGS,1
ESPORTSTMNT03_2885139,West Point Esports,0
ESPORTSTMNT03_2895215,CERBERUS Esports,0
ESPORTSTMNT03_2895215,MGN Vikings Esports,1
ESPORTSTMNT03_2885159,PSG Talon,0
ESPORTSTMNT03_2885159,Frank Esports,1
ESPORTSTMNT06_2541603,Hanwha Life Esports,0
ESPORTSTMNT06_2541603,Kwangdong Freecs,1
ESPORTSTMNT03_2885176,Beyond Gaming,1
ESPORTSTMNT03_2885176,Dewish Team,0
ESPORTSTMNT03_2895249,MGN Vikings Esports,1
ESPORTSTMNT03_2895249,CERBERUS Esports,0
ESPORTSTMNT06_2541624,Nongshim RedForce,0
ESPORTSTMNT06_2541624,OKSavingsBank Brion,1
ESPORTSTMNT03_2885194,CTBC Flying Oyster,0
ESPORTSTMNT03_2885194,Deep Cross Gaming,1
ESPORTSTMNT03_2895281,Genius Esports,0
ESPORTSTMNT03_2895281,Team Secret,1
ESPORTSTMNT06_2541642,Nongshim RedForce,0
ESPORTSTMNT06_2541642,OKSavingsBank Brion,1
ESPORTSTMNT03_2895302,Team Secret,1
ESPORTSTMNT03_2895302,Genius Esports,0
ESPORTSTMNT06_2531658,Liberty,0
ESPORTSTMNT06_2531658,INTZ,1
ESPORTSTMNT06_2531669,Los Grandes,0
ESPORTSTMNT06_2531669,Miners,1
ESPORTSTMNT06_2531681,LOUD,1
ESPORTSTMNT06_2531681,Rensga eSports,0
ESPORTSTMNT06_2531694,FURIA,1
ESPORTSTMNT06_2531694,paiN Gaming,0
ESPORTSTMNT03_2885373,TSM,1
ESPORTSTMNT03_2885373,Golden Guardians,0
ESPORTSTMNT06_2531704,KaBuM! Esports,0
ESPORTSTMNT06_2531704,RED Canids,1
ESPORTSTMNT03_2885402,Evil Geniuses,1
ESPORTSTMNT03_2885402,FlyQuest,0
ESPORTSTMNT03_2885414,Cloud9,1
ESPORTSTMNT03_2885414,Team Liquid,0
ESPORTSTMNT03_2885425,100 Thieves,1
ESPORTSTMNT03_2885425,Immortals,0
ESPORTSTMNT03_2885434,NRG Kia,1
ESPORTSTMNT03_2885434,Dignitas,0
ESPORTSTMNT06_2541942,BNK FEARX,1
ESPORTSTMNT06_2541942,Dplus KIA,0
ESPORTSTMNT06_2541947,Dplus KIA,0
ESPORTSTMNT06_2541947,BNK FEARX,1
ESPORTSTMNT06_2541948,Kwangdong Freecs,0
ESPORTSTMNT06_2541948,Gen.G,1
ESPORTSTMNT06_2541974,Kwangdong Freecs,0
ESPORTSTMNT06_2541974,Gen.G,1
ESPORTSTMNT06_2532051,KT Rolster,1
ESPORTSTMNT06_2532051,OKSavingsBank Brion,0
ESPORTSTMNT03_2896130,HELL PIGS,0
ESPORTSTMNT03_2896130,J Team,1
ESPORTSTMNT06_2532062,OKSavingsBank Brion,1
ESPORTSTMNT06_2532062,KT Rolster,0
ESPORTSTMNT03_2896140,Impunity,0
ESPORTSTMNT03_2896140,Frank Esports,1
ESPORTSTMNT06_2532064,KT Rolster,1
ESPORTSTMNT06_2532064,OKSavingsBank Brion,0
ESPORTSTMNT03_2896144,AS Esports,0
ESPORTSTMNT03_2896144,GAM Esports,1
ESPORTSTMNT03_2896148,J Team,1
ESPORTSTMNT03_2896148,Dewish Team,0
ESPORTSTMNT06_2532067,T1,1
ESPORTSTMNT06_2532067,Hanwha Life Esports,0
ESPORTSTMNT03_2896151,GAM Esports,1
ESPORTSTMNT03_2896151,AS Esports,0
ESPORTSTMNT03_2896154,PSG Talon,1
ESPORTSTMNT03_2896154,HELL PIGS,0
ESPORTSTMNT03_2896174,CTBC Flying Oyster,1
ESPORTSTMNT03_2896174,West Point Esports,0
ESPORTSTMNT03_2896176,Genius Esports,0
ESPORTSTMNT03_2896176,SBTC Esports,1
ESPORTSTMNT06_2532090,Hanwha Life Esports,0
ESPORTSTMNT06_2532090,T1,1
ESPORTSTMNT03_2896185,SBTC Esports,1
ESPORTSTMNT03_2896185,Genius Esports,0
ESPORTSTMNT03_2896196,Deep Cross Gaming,0
ESPORTSTMNT03_2896196,Beyond Gaming,1
ESPORTSTMNT06_2542141,DRX,1
ESPORTSTMNT06_2542141,Nongshim RedForce,0
ESPORTSTMNT03_2930064,J Team,1
ESPORTSTMNT03_2930064,PSG Talon,0
ESPORTSTMNT06_2542154,Nongshim RedForce,1
ESPORTSTMNT06_2542154,DRX,0
ESPORTSTMNT03_2930068,Frank Esports,1
ESPORTSTMNT03_2930068,HELL PIGS,0
ESPORTSTMNT03_2920039,MGN Vikings Esports,0
ESPORTSTMNT03_2920039,Team Secret,1
ESPORTSTMNT03_2930073,Deep Cross Gaming,1
ESPORTSTMNT03_2930073,Dewish Team,0
ESPORTSTMNT06_2532177,DRX,1
ESPORTSTMNT06_2532177,Nongshim RedForce,0
ESPORTSTMNT03_2920058,Team Secret,0
ESPORTSTMNT03_2920058,MGN Vikings Esports,1
ESPORTSTMNT03_2930086,West Point Esports,0
ESPORTSTMNT03_2930086,Beyond Gaming,1
ESPORTSTMNT06_2532178,Dplus KIA,0
ESPORTSTMNT06_2532178,Gen.G,1
ESPORTSTMNT03_2920077,MGN Vikings Esports,1
ESPORTSTMNT03_2920077,Team Secret,0
ESPORTSTMNT03_2930108,Impunity,0
ESPORTSTMNT03_2930108,PSG Talon,1
ESPORTSTMNT03_2930131,J Team,1
ESPORTSTMNT03_2930131,CTBC Flying Oyster,0
ESPORTSTMNT06_2532199,Dplus KIA,1
ESPORTSTMNT06_2532199,Gen.G,0
ESPORTSTMNT03_2920145,CERBERUS Esports,0
ESPORTSTMNT03_2920145,Team Whales,1
ESPORTSTMNT06_2532200,Gen.G,1
ESPORTSTMNT06_2532200,Dplus KIA,0
ESPORTSTMNT03_2920169,Team Whales,1
ESPORTSTMNT03_2920169,CERBERUS Esports,0
ESPORTSTMNT04_2450123,Misfits Gaming,1
ESPORTSTMNT04_2450123,Astralis,0
ESPORTSTMNT04_2450129,Team Vitality,1
ESPORTSTMNT04_2450129,Team BDS,0
ESPORTSTMNT04_2450140,Fnatic,1
ESPORTSTMNT04_2450140,SK Gaming,0
ESPORTSTMNT04_2450146,Rogue,1
ESPORTSTMNT04_2450146,MAD Lions KOI,0
ESPORTSTMNT04_2470150,GiantX,0
ESPORTSTMNT04_2470150,G2 Esports,1
ESPORTSTMNT06_2532203,Hanwha Life Esports,1
ESPORTSTMNT06_2532203,OKSavingsBank Brion,0
ESPORTSTMNT03_2920336,Impunity,0
ESPORTSTMNT03_2920336,J Team,1
ESPORTSTMNT06_2532217,OKSavingsBank Brion,1
ESPORTSTMNT06_2532217,Hanwha Life Esports,0
ESPORTSTMNT03_2920354,West Point Esports,1
ESPORTSTMNT03_2920354,Dewish Team,0
ESPORTSTMNT06_2532218,Hanwha Life Esports,0
ESPORTSTMNT06_2532218,OKSavingsBank Brion,1
ESPORTSTMNT03_2920358,Team Secret,1
ESPORTSTMNT03_2920358,CERBERUS Esports,0
ESPORTSTMNT03_2920359,HELL PIGS,1
ESPORTSTMNT03_2920359,Impunity,0
ESPORTSTMNT06_2532219,KT Rolster,0
ESPORTSTMNT06_2532219,BNK FEARX,1
ESPORTSTMNT03_2920366,CERBERUS Esports,0
ESPORTSTMNT03_2920366,Team Secret,1
ESPORTSTMNT03_2920372,PSG Talon,1
ESPORTSTMNT03_2920372,CTBC Flying Oyster,0
ESPORTSTMNT03_2920388,Deep Cross Gaming,0
ESPORTSTMNT03_2920388,Frank Esports,1
ESPORTSTMNT03_2920389,GAM Esports,1
ESPORTSTMNT03_2920389,MGN Vikings Esports,0
ESPORTSTMNT06_2532228,KT Rolster,1
ESPORTSTMNT06_2532228,BNK FEARX,0
ESPORTSTMNT03_2920408,MGN Vikings Esports,1
ESPORTSTMNT03_2920408,GAM Esports,0
ESPORTSTMNT03_2920412,Beyond Gaming,1
ESPORTSTMNT03_2920412,J Team,0
ESPORTSTMNT06_2532229,BNK FEARX,1
ESPORTSTMNT06_2532229,KT Rolster,0
ESPORTSTMNT03_2920437,GAM Esports,1
ESPORTSTMNT03_2920437,MGN Vikings Esports,0
ESPORTSTMNT04_2450215,Astralis,1
ESPORTSTMNT04_2450215,Team Vitality,0
ESPORTSTMNT04_2450238,Team BDS,1
ESPORTSTMNT04_2450238,GiantX,0
ESPORTSTMNT04_2450239,FURIA,1
ESPORTSTMNT04_2450239,Los Grandes,0
ESPORTSTMNT04_2450271,Misfits Gaming,1
ESPORTSTMNT04_2450271,MAD Lions KOI,0
ESPORTSTMNT04_2450274,RED Canids,1
ESPORTSTMNT04_2450274,Liberty,0
ESPORTSTMNT04_2450295,SK Gaming,1
ESPORTSTMNT04_2450295,Rogue,0
ESPORTSTMNT04_2450302,Rensga eSports,0
ESPORTSTMNT04_2450302,KaBuM! Esports,1
ESPORTSTMNT04_2450315,Fnatic,0
ESPORTSTMNT04_2450315,G2 Esports,1
ESPORTSTMNT04_2450317,Miners,0
ESPORTSTMNT04_2450317,LOUD,1
ESPORTSTMNT04_2450333,paiN Gaming,1
ESPORTSTMNT04_2450333,INTZ,0
ESPORTSTMNT01_3091735,Golden Guardians,0
ESPORTSTMNT01_3091735,100 Thieves,1
ESPORTSTMNT01_3091777,Evil Geniuses,1
ESPORTSTMNT01_3091777,TSM,0
ESPORTSTMNT01_3091822,FlyQuest,0
ESPORTSTMNT01_3091822,Team Liquid,1
ESPORTSTMNT01_3091876,Cloud9,0
ESPORTSTMNT01_3091876,NRG Kia,1
ESPORTSTMNT01_3091893,Dignitas,1
ESPORTSTMNT01_3091893,Immortals,0
ESPORTSTMNT06_2542204,Nongshim RedForce,0
ESPORTSTMNT06_2542204,T1,1
ESPORTSTMNT06_2542219,Nongshim RedForce,1
ESPORTSTMNT06_2542219,T1,0
ESPORTSTMNT03_2920552,CTBC Flying Oyster,1
ESPORTSTMNT03_2920552,Frank Esports,0
ESPORTSTMNT06_2542222,T1,1
ESPORTSTMNT06_2542222,Nongshim RedForce,0
ESPORTSTMNT03_2920561,SBTC Esports,1
ESPORTSTMNT03_2920561,AS Esports,0
ESPORTSTMNT03_2920562,Deep Cross Gaming,1
ESPORTSTMNT03_2920562,J Team,0
ESPORTSTMNT06_2542223,Kwangdong Freecs,0
ESPORTSTMNT06_2542223,DRX,1
ESPORTSTMNT03_2920567,AS Esports,0
ESPORTSTMNT03_2920567,SBTC Esports,1
ESPORTSTMNT06_2542228,Kwangdong Freecs,0
ESPORTSTMNT06_2542228,DRX,1
ESPORTSTMNT03_2920601,Team Whales,1
ESPORTSTMNT03_2920601,Genius Esports,0
ESPORTSTMNT03_2920615,Genius Esports,0
ESPORTSTMNT03_2920615,Team Whales,1
ESPORTSTMNT04_2470389,KaBuM! Esports,1
ESPORTSTMNT04_2470389,Miners,0
ESPORTSTMNT04_2470399,Los Grandes,1
ESPORTSTMNT04_2470399,paiN Gaming,0
ESPORTSTMNT04_2470413,INTZ,0
ESPORTSTMNT04_2470413,RED Canids,1
ESPORTSTMNT04_2470430,Liberty,1
ESPORTSTMNT04_2470430,Rensga eSports,0
ESPORTSTMNT01_3092158,NRG Kia,1
ESPORTSTMNT01_3092158,FlyQuest,0
ESPORTSTMNT04_2470433,LOUD,1
ESPORTSTMNT04_2470433,FURIA,0
ESPORTSTMNT01_3092209,Cloud9,0
ESPORTSTMNT01_3092209,100 Thieves,1
ESPORTSTMNT01_3092235,Team Liquid,1
ESPORTSTMNT01_3092235,Evil Geniuses,0
ESPORTSTMNT01_3092256,Immortals,1
ESPORTSTMNT01_3092256,Golden Guardians,0
ESPORTSTMNT01_3092274,TSM,1
ESPORTSTMNT01_3092274,Dignitas,0
ESPORTSTMNT04_2450683,Gen.G,1
ESPORTSTMNT04_2450683,OKSavingsBank Brion,0
ESPORTSTMNT04_2450697,OKSavingsBank Brion,0
ESPORTSTMNT04_2450697,Gen.G,1
ESPORTSTMNT04_2450715,BNK FEARX,1
ESPORTSTMNT04_2450715,T1,0
ESPORTSTMNT04_2450722,T1,0
ESPORTSTMNT04_2450722,BNK FEARX,1
ESPORTSTMNT04_2450819,Kwangdong Freecs,0
ESPORTSTMNT04_2450819,Dplus KIA,1
ESPORTSTMNT04_2450840,Kwangdong Freecs,0
ESPORTSTMNT04_2450840,Dplus KIA,1
ESPORTSTMNT01_3093511,Team Secret,1
ESPORTSTMNT01_3093511,Team Whales,0
ESPORTSTMNT04_2470875,DRX,0
ESPORTSTMNT04_2470875,KT Rolster,1
ESPORTSTMNT01_3093527,Team Whales,1
ESPORTSTMNT01_3093527,Team Secret,0
ESPORTSTMNT01_3093542,Team Secret,1
ESPORTSTMNT01_3093542,Team Whales,0
ESPORTSTMNT04_2470904,DRX,0
ESPORTSTMNT04_2470904,KT Rolster,1
ESPORTSTMNT01_3093559,GAM Esports,1
ESPORTSTMNT01_3093559,Genius Esports,0
ESPORTSTMNT01_3093564,Genius Esports,0
ESPORTSTMNT01_3093564,GAM Esports,1
ESPORTSTMNT04_2450972,Nongshim RedForce,1
ESPORTSTMNT04_2450972,Hanwha Life Esports,0
ESPORTSTMNT04_2450984,Hanwha Life Esports,0
ESPORTSTMNT04_2450984,Nongshim RedForce,1
ESPORTSTMNT04_2450986,OKSavingsBank Brion,0
ESPORTSTMNT04_2450986,BNK FEARX,1
ESPORTSTMNT01_3093869,MGN Vikings Esports,1
ESPORTSTMNT01_3093869,SBTC Esports,0
ESPORTSTMNT01_3093888,SBTC Esports,1
ESPORTSTMNT01_3093888,MGN Vikings Esports,0
ESPORTSTMNT04_2450994,OKSavingsBank Brion,0
ESPORTSTMNT04_2450994,BNK FEARX,1
ESPORTSTMNT01_3093911,MGN Vikings Esports,1
ESPORTSTMNT01_3093911,SBTC Esports,0
ESPORTSTMNT01_3093932,CERBERUS Esports,1
ESPORTSTMNT01_3093932,AS Esports,0
ESPORTSTMNT01_3093940,AS Esports,0
ESPORTSTMNT01_3093940,CERBERUS Esports,1
ESPORTSTMNT04_2471074,Team BDS,0
ESPORTSTMNT04_2471074,Misfits Gaming,1
ESPORTSTMNT04_2451020,KaBuM! Esports,1
ESPORTSTMNT04_2451020,Miners,0
ESPORTSTMNT04_2471120,SK Gaming,1
ESPORTSTMNT04_2471120,Team Vitality,0
ESPORTSTMNT04_2451041,Miners,0
ESPORTSTMNT04_2451041,KaBuM! Esports,1
ESPORTSTMNT04_2471136,Rogue,1
ESPORTSTMNT04_2471136,GiantX,0
ESPORTSTMNT04_2451054,KaBuM! Esports,1
ESPORTSTMNT04_2451054,Miners,0
ESPORTSTMNT04_2471154,Astralis,0
ESPORTSTMNT04_2471154,Fnatic,1
ESPORTSTMNT04_2471173,G2 Esports,1
ESPORTSTMNT04_2471173,MAD Lions KOI,0
ESPORTSTMNT01_3083810,Team Liquid,1
ESPORTSTMNT01_3083810,Dignitas,0
ESPORTSTMNT01_3083867,Golden Guardians,0
ESPORTSTMNT01_3083867,Evil Geniuses,1
ESPORTSTMNT01_3083887,FlyQuest,1
ESPORTSTMNT01_3083887,100 Thieves,0
ESPORTSTMNT01_3083914,NRG Kia,0
ESPORTSTMNT01_3083914,TSM,1
ESPORTSTMNT01_3083943,Immortals,0
ESPORTSTMNT01_3083943,Cloud9,1
ESPORTSTMNT04_2451137,Gen.G,1
ESPORTSTMNT04_2451137,KT Rolster,0
ESPORTSTMNT04_2451155,KT Rolster,1
ESPORTSTMNT04_2451155,Gen.G,0
ESPORTSTMNT04_2451156,Gen.G,1
ESPORTSTMNT04_2451156,KT Rolster,0
ESPORTSTMNT01_3094231,Team Whales,1
ESPORTSTMNT01_3094231,SBTC Esports,0
ESPORTSTMNT01_3094239,SBTC Esports,1
ESPORTSTMNT01_3094239,Team Whales,0
ESPORTSTMNT04_2451162,T1,1
ESPORTSTMNT04_2451162,Dplus KIA,0
ESPORTSTMNT01_3094250,Team Whales,1
ESPORTSTMNT01_3094250,SBTC Esports,0
ESPORTSTMNT04_2451186,Dplus KIA,0
ESPORTSTMNT04_2451186,T1,1
ESPORTSTMNT01_3094262,Team Secret,1
ESPORTSTMNT01_3094262,AS Esports,0
ESPORTSTMNT01_3094269,AS Esports,0
ESPORTSTMNT01_3094269,Team Secret,1
ESPORTSTMNT04_2471276,Rogue,0
ESPORTSTMNT04_2471276,Team BDS,1
ESPORTSTMNT04_2471307,GiantX,1
ESPORTSTMNT04_2471307,SK Gaming,0
ESPORTSTMNT04_2471308,FURIA,1
ESPORTSTMNT04_2471308,paiN Gaming,0
ESPORTSTMNT04_2471329,Astralis,0
ESPORTSTMNT04_2471329,MAD Lions KOI,1
ESPORTSTMNT04_2471331,FURIA,0
ESPORTSTMNT04_2471331,paiN Gaming,1
ESPORTSTMNT04_2471343,Team Vitality,0
ESPORTSTMNT04_2471343,Fnatic,1
ESPORTSTMNT04_2471344,FURIA,0
ESPORTSTMNT04_2471344,paiN Gaming,1
ESPORTSTMNT04_2471358,FURIA,0
ESPORTSTMNT04_2471358,paiN Gaming,1
ESPORTSTMNT04_2471359,G2 Esports,1
ESPORTSTMNT04_2471359,Misfits Gaming,0
ESPORTSTMNT01_3084220,100 Thieves,1
ESPORTSTMNT01_3084220,NRG Kia,0
ESPORTSTMNT01_3084243,Golden Guardians,0
ESPORTSTMNT01_3084243,Team Liquid,1
ESPORTSTMNT01_3084261,Cloud9,1
ESPORTSTMNT01_3084261,TSM,0
ESPORTSTMNT01_3084288,FlyQuest,1
ESPORTSTMNT01_3084288,Immortals,0
ESPORTSTMNT01_3084306,Evil Geniuses,1
ESPORTSTMNT01_3084306,Dignitas,0
ESPORTSTMNT04_2471371,DRX,1
ESPORTSTMNT04_2471371,Hanwha Life Esports,0
ESPORTSTMNT04_2471384,Hanwha Life Esports,1
ESPORTSTMNT04_2471384,DRX,0
ESPORTSTMNT04_2471386,DRX,0
ESPORTSTMNT04_2471386,Hanwha Life Esports,1
ESPORTSTMNT04_2471388,Nongshim RedForce,1
ESPORTSTMNT04_2471388,Kwangdong Freecs,0
ESPORTSTMNT01_3094496,MGN Vikings Esports,1
ESPORTSTMNT01_3094496,Genius Esports,0
ESPORTSTMNT04_2471406,Kwangdong Freecs,0
ESPORTSTMNT04_2471406,Nongshim RedForce,1
ESPORTSTMNT01_3094498,Genius Esports,0
ESPORTSTMNT01_3094498,MGN Vikings Esports,1
ESPORTSTMNT01_3094514,GAM Esports,1
ESPORTSTMNT01_3094514,CERBERUS Esports,0
ESPORTSTMNT01_3094526,CERBERUS Esports,0
ESPORTSTMNT01_3094526,GAM Esports,1
ESPORTSTMNT04_2471427,GiantX,1
ESPORTSTMNT04_2471427,Astralis,0
ESPORTSTMNT04_2471438,MAD Lions KOI,1
ESPORTSTMNT04_2471438,Team BDS,0
ESPORTSTMNT04_2471439,RED Canids,1
ESPORTSTMNT04_2471439,LOUD,0
ESPORTSTMNT04_2471455,SK Gaming,0
ESPORTSTMNT04_2471455,G2 Esports,1
ESPORTSTMNT04_2471461,RED Canids,0
ESPORTSTMNT04_2471461,LOUD,1
ESPORTSTMNT04_2471465,Team Vitality,0
ESPORTSTMNT04_2471465,Rogue,1
ESPORTSTMNT04_2471475,RED Canids,0
ESPORTSTMNT04_2471475,LOUD,1
ESPORTSTMNT04_2471479,Misfits Gaming,0
ESPORTSTMNT04_2471479,Fnatic,1
ESPORTSTMNT04_2471486,RED Canids,0
ESPORTSTMNT04_2471486,LOUD,1
ESPORTSTMNT01_3094537,NRG Kia,1
ESPORTSTMNT01_3094537,Immortals,0
ESPORTSTMNT04_2471493,GiantX,1
ESPORTSTMNT04_2471493,Team Vitality,0
ESPORTSTMNT01_3094578,Evil Geniuses,1
ESPORTSTMNT01_3094578,Cloud9,0
ESPORTSTMNT04_2471498,Misfits Gaming,1
ESPORTSTMNT04_2471498,Fnatic,0
ESPORTSTMNT01_3094589,TSM,0
ESPORTSTMNT01_3094589,FlyQuest,1
ESPORTSTMNT01_3094603,Team Liquid,0
ESPORTSTMNT01_3094603,100 Thieves,1
ESPORTSTMNT01_3094611,Dignitas,0
ESPORTSTMNT01_3094611,Golden Guardians,1
ESPORTSTMNT01_3094622,Cloud9,1
ESPORTSTMNT01_3094622,FlyQuest,0
ESPORTSTMNT04_2451564,BNK FEARX,1
ESPORTSTMNT04_2451564,DRX,0
ESPORTSTMNT04_2451579,DRX,0
ESPORTSTMNT04_2451579,BNK FEARX,1
ESPORTSTMNT04_2451580,DRX,1
ESPORTSTMNT04_2451580,BNK FEARX,0
ESPORTSTMNT04_2451582,BNK FEARX,1
ESPORTSTMNT04_2451582,DRX,0
ESPORTSTMNT04_2471698,Dplus KIA,1
ESPORTSTMNT04_2471698,KT Rolster,0
ESPORTSTMNT04_2451647,KT Rolster,0
ESPORTSTMNT04_2451647,Dplus KIA,1
ESPORTSTMNT01_3085339,J Team,0
ESPORTSTMNT01_3085339,Beyond Gaming,1
ESPORTSTMNT01_3095192,AS Esports,1
ESPORTSTMNT01_3095192,Genius Esports,0
ESPORTSTMNT01_3085346,J Team,0
ESPORTSTMNT01_3085346,Beyond Gaming,1
ESPORTSTMNT01_3095194,Genius Esports,0
ESPORTSTMNT01_3095194,AS Esports,1
ESPORTSTMNT04_2451654,KT Rolster,1
ESPORTSTMNT04_2451654,Dplus KIA,0
ESPORTSTMNT01_3085353,J Team,1
ESPORTSTMNT01_3085353,Beyond Gaming,0
ESPORTSTMNT04_2451657,Dplus KIA,0
ESPORTSTMNT04_2451657,KT Rolster,1
ESPORTSTMNT01_3095210,SBTC Esports,1
ESPORTSTMNT01_3095210,CERBERUS Esports,0
ESPORTSTMNT01_3085363,Beyond Gaming,1
ESPORTSTMNT01_3085363,J Team,0
ESPORTSTMNT04_2451662,Dplus KIA,1
ESPORTSTMNT04_2451662,KT Rolster,0
ESPORTSTMNT01_3095212,CERBERUS Esports,1
ESPORTSTMNT01_3095212,SBTC Esports,0
ESPORTSTMNT01_3095217,SBTC Esports,0
ESPORTSTMNT01_3095217,CERBERUS Esports,1
ESPORTSTMNT01_3085532,CTBC Flying Oyster,1
ESPORTSTMNT01_3085532,Frank Esports,0
ESPORTSTMNT01_3085543,Team Secret,0
ESPORTSTMNT01_3085543,GAM Esports,1
ESPORTSTMNT01_3085545,Frank Esports,1
ESPORTSTMNT01_3085545,CTBC Flying Oyster,0
ESPORTSTMNT01_3085547,GAM Esports,1
ESPORTSTMNT01_3085547,Team Secret,0
ESPORTSTMNT01_3085550,CTBC Flying Oyster,1
ESPORTSTMNT01_3085550,Frank Esports,0
ESPORTSTMNT01_3085557,Team Whales,1
ESPORTSTMNT01_3085557,MGN Vikings Esports,0
ESPORTSTMNT01_3085559,Frank Esports,0
ESPORTSTMNT01_3085559,CTBC Flying Oyster,1
ESPORTSTMNT01_3085566,MGN Vikings Esports,1
ESPORTSTMNT01_3085566,Team Whales,0
ESPORTSTMNT01_3085571,Team Whales,1
ESPORTSTMNT01_3085571,MGN Vikings Esports,0
ESPORTSTMNT04_2471790,Gen.G,1
ESPORTSTMNT04_2471790,BNK FEARX,0
ESPORTSTMNT04_2471796,BNK FEARX,0
ESPORTSTMNT04_2471796,Gen.G,1
ESPORTSTMNT01_3095575,J Team,1
ESPORTSTMNT01_3095575,HELL PIGS,0
ESPORTSTMNT04_2471797,BNK FEARX,1
ESPORTSTMNT04_2471797,Gen.G,0
ESPORTSTMNT01_3095580,Team Whales,0
ESPORTSTMNT01_3095580,GAM Esports,1
ESPORTSTMNT01_3095583,HELL PIGS,0
ESPORTSTMNT01_3095583,J Team,1
ESPORTSTMNT04_2471799,Gen.G,1
ESPORTSTMNT04_2471799,BNK FEARX,0
ESPORTSTMNT01_3095584,GAM Esports,1
ESPORTSTMNT01_3095584,Team Whales,0
ESPORTSTMNT01_3095587,J Team,1
ESPORTSTMNT01_3095587,HELL PIGS,0
ESPORTSTMNT01_3095593,AS Esports,0
ESPORTSTMNT01_3095593,MGN Vikings Esports,1
ESPORTSTMNT01_3095603,MGN Vikings Esports,1
ESPORTSTMNT01_3095603,AS Esports,0
ESPORTSTMNT04_2451733,RED Canids,1
ESPORTSTMNT04_2451733,KaBuM! Esports,0
ESPORTSTMNT04_2451745,KaBuM! Esports,1
ESPORTSTMNT04_2451745,RED Canids,0
ESPORTSTMNT04_2451746,RED Canids,1
ESPORTSTMNT04_2451746,KaBuM! Esports,0
ESPORTSTMNT04_2451749,KaBuM! Esports,0
ESPORTSTMNT04_2451749,RED Canids,1
ESPORTSTMNT02_2971426,Team Liquid,0
ESPORTSTMNT02_2971426,FlyQuest,1
ESPORTSTMNT02_2971440,Team Liquid,1
ESPORTSTMNT02_2971440,FlyQuest,0
ESPORTSTMNT02_2971445,FlyQuest,0
ESPORTSTMNT02_2971445,Team Liquid,1
ESPORTSTMNT02_2971451,FlyQuest,0
ESPORTSTMNT02_2971451,Team Liquid,1
ESPORTSTMNT04_2451769,T1,1
ESPORTSTMNT04_2451769,Dplus KIA,0
ESPORTSTMNT04_2451770,Dplus KIA,0
ESPORTSTMNT04_2451770,T1,1
ESPORTSTMNT01_3095724,Frank Esports,1
ESPORTSTMNT01_3095724,Impunity,0
ESPORTSTMNT04_2451771,Dplus KIA,1
ESPORTSTMNT04_2451771,T1,0
ESPORTSTMNT01_3085826,Genius Esports,0
ESPORTSTMNT01_3085826,CERBERUS Esports,1
ESPORTSTMNT01_3095727,Impunity,0
ESPORTSTMNT01_3095727,Frank Esports,1
ESPORTSTMNT04_2451774,T1,0
ESPORTSTMNT04_2451774,Dplus KIA,1
ESPORTSTMNT01_3085827,CERBERUS Esports,1
ESPORTSTMNT01_3085827,Genius Esports,0
ESPORTSTMNT01_3095730,Impunity,1
ESPORTSTMNT01_3095730,Frank Esports,0
ESPORTSTMNT04_2451777,T1,1
ESPORTSTMNT04_2451777,Dplus KIA,0
ESPORTSTMNT01_3085828,SBTC Esports,1
ESPORTSTMNT01_3085828,Team Secret,0
ESPORTSTMNT01_3095739,Frank Esports,1
ESPORTSTMNT01_3095739,Impunity,0
ESPORTSTMNT01_3085830,Team Secret,0
ESPORTSTMNT01_3085830,SBTC Esports,1
ESPORTSTMNT04_2451785,LOUD,1
ESPORTSTMNT04_2451785,paiN Gaming,0
ESPORTSTMNT04_2451797,paiN Gaming,1
ESPORTSTMNT04_2451797,LOUD,0
ESPORTSTMNT04_2451799,LOUD,0
ESPORTSTMNT04_2451799,paiN Gaming,1
ESPORTSTMNT04_2451801,paiN Gaming,0
ESPORTSTMNT04_2451801,LOUD,1
ESPORTSTMNT02_2971588,Cloud9,1
ESPORTSTMNT02_2971588,NRG Kia,0
ESPORTSTMNT04_2451805,LOUD,0
ESPORTSTMNT04_2451805,paiN Gaming,1
ESPORTSTMNT02_2971607,NRG Kia,1
ESPORTSTMNT02_2971607,Cloud9,0
ESPORTSTMNT02_2971612,Cloud9,1
ESPORTSTMNT02_2971612,NRG Kia,0
ESPORTSTMNT02_2971617,NRG Kia,1
ESPORTSTMNT02_2971617,Cloud9,0
ESPORTSTMNT02_2971625,Cloud9,1
