gameid,teamname,result
ESPORTSTMNT03_3199143,HELL PIGS,1
ESPORTSTMNT01_3402747,Team Secret,1
ESPORTSTMNT01_3402747,CERBERUS Esports,0
ESPORTSTMNT03_3198171,Frank Esports,1
ESPORTSTMNT03_3198171,J Team,0
ESPORTSTMNT01_3402766,CERBERUS Esports,1
ESPORTSTMNT01_3402766,Team Secret,0
ESPORTSTMNT01_3401815,Team Secret,0
ESPORTSTMNT01_3401815,CERBERUS Esports,1
ESPORTSTMNT06_2822453,GiantX,1
ESPORTSTMNT06_2822453,Fnatic,0
ESPORTSTMNT01_3403796,RED Canids,1
ESPORTSTMNT01_3403796,Liberty,0
ESPORTSTMNT06_2823490,Fnatic,0
ESPORTSTMNT06_2823490,GiantX,1
ESPORTSTMNT01_3403830,Los Grandes,1
ESPORTSTMNT01_3403830,Fluxo,0
ESPORTSTMNT06_2822463,Fnatic,1
ESPORTSTMNT06_2822463,GiantX,0
ESPORTSTMNT01_3402856,LOUD,1
ESPORTSTMNT01_3402856,Vivo Keyd Stars,0
ESPORTSTMNT06_2821455,GiantX,1
ESPORTSTMNT06_2821455,Fnatic,0
ESPORTSTMNT01_3401931,paiN Gaming,0
ESPORTSTMNT01_3401931,INTZ,1
ESPORTSTMNT01_3403885,FURIA,1
ESPORTSTMNT01_3403885,KaBuM! Esports,0
ESPORTSTMNT03_3200187,Nongshim RedForce,0
ESPORTSTMNT03_3200187,OKSavingsBank BRION,1
ESPORTSTMNT03_3199206,Nongshim RedForce,1
ESPORTSTMNT03_3199206,OKSavingsBank BRION,0
ESPORTSTMNT03_3199211,OKSavingsBank BRION,0
ESPORTSTMNT03_3199211,Nongshim RedForce,1
ESPORTSTMNT03_3199224,J Team,1
ESPORTSTMNT03_3199224,Impunity,0
ESPORTSTMNT03_3198239,Gen.G,1
ESPORTSTMNT03_3198239,Dplus KIA,0
ESPORTSTMNT01_3403996,Team Secret,1
ESPORTSTMNT01_3403996,Team Flash,0
ESPORTSTMNT03_3199241,HELL PIGS,0
ESPORTSTMNT03_3199241,West Point Esports,1
ESPORTSTMNT03_3199251,Dplus KIA,0
ESPORTSTMNT03_3199251,Gen.G,1
ESPORTSTMNT01_3405009,Team Flash,0
ESPORTSTMNT01_3405009,Team Secret,1
ESPORTSTMNT03_3198261,Frank Esports,0
ESPORTSTMNT03_3198261,Beyond Gaming,1
ESPORTSTMNT01_3405031,GAM Esports,1
ESPORTSTMNT01_3405031,Team Whales,0
ESPORTSTMNT03_3198271,PSG Talon,1
ESPORTSTMNT03_3198271,CTBC Flying Oyster,0
ESPORTSTMNT01_3404105,Team Whales,0
ESPORTSTMNT01_3404105,GAM Esports,1
ESPORTSTMNT03_3200244,Deep Cross Gaming,1
ESPORTSTMNT03_3200244,Dewish Team,0
ESPORTSTMNT06_2821457,G2 Esports,1
ESPORTSTMNT06_2821457,GiantX,0
ESPORTSTMNT01_3404170,Los Grandes,0
ESPORTSTMNT01_3404170,INTZ,1
ESPORTSTMNT06_2822475,G2 Esports,1
ESPORTSTMNT06_2822475,GiantX,0
ESPORTSTMNT01_3404199,KaBuM! Esports,0
ESPORTSTMNT01_3404199,RED Canids,1
ESPORTSTMNT06_2821467,GiantX,0
ESPORTSTMNT06_2821467,G2 Esports,1
ESPORTSTMNT01_3404220,Vivo Keyd Stars,1
ESPORTSTMNT01_3404220,Liberty,0
ESPORTSTMNT01_3405200,LOUD,1
ESPORTSTMNT01_3405200,FURIA,0
ESPORTSTMNT01_3406177,Fluxo,0
ESPORTSTMNT01_3406177,paiN Gaming,1
ESPORTSTMNT01_3404937,T1,1
ESPORTSTMNT01_3404937,Kwangdong Freecs,0
ESPORTSTMNT01_3404962,T1,1
ESPORTSTMNT01_3404962,Kwangdong Freecs,0
ESPORTSTMNT01_3405926,Nongshim RedForce,0
ESPORTSTMNT01_3405926,Dplus KIA,1
ESPORTSTMNT01_3405949,Dplus KIA,1
ESPORTSTMNT01_3405949,Nongshim RedForce,0
ESPORTSTMNT01_3408162,DRX,1
ESPORTSTMNT01_3408162,OKSavingsBank BRION,0
ESPORTSTMNT01_3408177,OKSavingsBank BRION,0
ESPORTSTMNT01_3408177,DRX,1
ESPORTSTMNT01_3407230,Hanwha Life Esports,0
ESPORTSTMNT01_3407230,Gen.G,1
ESPORTSTMNT01_3408206,Hanwha Life Esports,0
ESPORTSTMNT01_3408206,Gen.G,1
ESPORTSTMNT01_3409279,TSM,0
ESPORTSTMNT01_3409279,Dignitas,1
ESPORTSTMNT01_3408355,TSM,1
ESPORTSTMNT01_3408355,Dignitas,0
ESPORTSTMNT01_3408364,Dignitas,1
ESPORTSTMNT01_3408364,TSM,0
ESPORTSTMNT01_3408372,Dignitas,0
ESPORTSTMNT01_3408372,TSM,1
ESPORTSTMNT01_3409320,Dignitas,1
ESPORTSTMNT01_3409320,TSM,0
ESPORTSTMNT01_3407478,T1,1
ESPORTSTMNT01_3407478,BNK FEARX,0
ESPORTSTMNT01_3407521,Team Whales,1
ESPORTSTMNT01_3407521,Team Flash,0
ESPORTSTMNT01_3408461,BNK FEARX,0
ESPORTSTMNT01_3408461,T1,0
ESPORTSTMNT01_3408464,Team Flash,1
ESPORTSTMNT01_3408464,Team Whales,0
ESPORTSTMNT03_3199427,Beyond Gaming,1
ESPORTSTMNT03_3199427,Deep Cross Gaming,0
ESPORTSTMNT01_3409421,Team Whales,0
ESPORTSTMNT01_3409421,Team Flash,1
ESPORTSTMNT03_3198454,CTBC Flying Oyster,0
ESPORTSTMNT03_3198454,Dewish Team,1
ESPORTSTMNT01_3407530,T1,1
ESPORTSTMNT01_3407530,BNK FEARX,0
ESPORTSTMNT01_3409436,CERBERUS Esports,1
ESPORTSTMNT01_3409436,MGN Blue Esports,0
ESPORTSTMNT03_3200436,West Point Esports,0
ESPORTSTMNT03_3200436,PSG Talon,1
ESPORTSTMNT01_3408496,MGN Blue Esports,1
ESPORTSTMNT01_3408496,CERBERUS Esports,0
ESPORTSTMNT01_3409439,Nongshim RedForce,1
ESPORTSTMNT01_3409439,KT Rolster,0
ESPORTSTMNT03_3200445,HELL PIGS,0
ESPORTSTMNT03_3200445,J Team,1
ESPORTSTMNT01_3407569,CERBERUS Esports,1
ESPORTSTMNT01_3407569,MGN Blue Esports,0
ESPORTSTMNT01_3408510,KT Rolster,1
ESPORTSTMNT01_3408510,Nongshim RedForce,0
ESPORTSTMNT03_3200454,Impunity,0
ESPORTSTMNT03_3200454,Frank Esports,1
ESPORTSTMNT01_3407587,MGN Vikings Esports,0
ESPORTSTMNT01_3407587,GAM Esports,1
ESPORTSTMNT01_3408529,Nongshim RedForce,0
ESPORTSTMNT01_3408529,KT Rolster,1
ESPORTSTMNT01_3409488,GAM Esports,1
ESPORTSTMNT01_3409488,MGN Vikings Esports,0
ESPORTSTMNT01_3409559,Team Liquid,1
ESPORTSTMNT01_3409559,100 Thieves,0
ESPORTSTMNT01_3409583,Team Liquid,0
ESPORTSTMNT01_3409583,100 Thieves,1
ESPORTSTMNT01_3409589,100 Thieves,0
ESPORTSTMNT01_3409589,Team Liquid,1
ESPORTSTMNT01_3409592,100 Thieves,0
ESPORTSTMNT01_3409592,Team Liquid,1
ESPORTSTMNT01_3409605,Dplus KIA,0
ESPORTSTMNT01_3409605,Hanwha Life Esports,1
ESPORTSTMNT01_3408676,Dplus KIA,0
ESPORTSTMNT01_3408676,Hanwha Life Esports,1
ESPORTSTMNT01_3409629,OKSavingsBank BRION,1
ESPORTSTMNT01_3409629,Gen.G,0
ESPORTSTMNT03_3198513,Impunity,0
ESPORTSTMNT03_3198513,West Point Esports,1
ESPORTSTMNT01_3407785,Gen.G,0
ESPORTSTMNT01_3407785,OKSavingsBank BRION,1
ESPORTSTMNT03_3198515,Frank Esports,1
ESPORTSTMNT03_3198515,Dewish Team,0
ESPORTSTMNT01_3407797,Team Flash,1
ESPORTSTMNT01_3407797,MGN Blue Esports,0
ESPORTSTMNT01_3409696,MGN Blue Esports,1
ESPORTSTMNT01_3409696,Team Flash,0
ESPORTSTMNT03_3199497,Beyond Gaming,1
ESPORTSTMNT03_3199497,CTBC Flying Oyster,0
ESPORTSTMNT01_3409715,Team Flash,0
ESPORTSTMNT01_3409715,MGN Blue Esports,1
ESPORTSTMNT03_3200515,HELL PIGS,1
ESPORTSTMNT03_3200515,Deep Cross Gaming,0
ESPORTSTMNT01_3408778,CERBERUS Esports,1
ESPORTSTMNT01_3408778,GAM Esports,0
ESPORTSTMNT01_3408793,GAM Esports,1
ESPORTSTMNT01_3408793,CERBERUS Esports,0
ESPORTSTMNT03_3200532,PSG Talon,0
ESPORTSTMNT03_3200532,J Team,1
ESPORTSTMNT01_3407882,CERBERUS Esports,1
ESPORTSTMNT01_3407882,GAM Esports,0
ESPORTSTMNT01_3408848,FURIA,1
ESPORTSTMNT01_3408848,Vivo Keyd Stars,0
ESPORTSTMNT01_3409825,paiN Gaming,1
ESPORTSTMNT01_3409825,Liberty,0
ESPORTSTMNT01_3409844,INTZ,0
ESPORTSTMNT01_3409844,LOUD,1
ESPORTSTMNT01_3407963,RED Canids,1
ESPORTSTMNT01_3407963,Los Grandes,0
ESPORTSTMNT01_3409876,Fluxo,1
ESPORTSTMNT01_3409876,KaBuM! Esports,0
ESPORTSTMNT01_3408908,Cloud9,1
ESPORTSTMNT01_3408908,Evil Geniuses,0
ESPORTSTMNT01_3409908,Evil Geniuses,0
ESPORTSTMNT01_3409908,Cloud9,1
ESPORTSTMNT01_3410017,Cloud9,1
ESPORTSTMNT01_3410017,Evil Geniuses,0
ESPORTSTMNT01_3409937,DRX,1
ESPORTSTMNT01_3409937,Kwangdong Freecs,0
ESPORTSTMNT01_3409963,Kwangdong Freecs,0
ESPORTSTMNT01_3409963,DRX,1
10411-10411_game_1,LNG Esports,1
10411-10411_game_1,EDward Gaming,0
ESPORTSTMNT01_3411014,KT Rolster,1
ESPORTSTMNT01_3411014,BNK FEARX,0
ESPORTSTMNT03_3199553,Beyond Gaming,1
ESPORTSTMNT03_3199553,West Point Esports,0
10411-10411_game_2,EDward Gaming,1
10411-10411_game_2,LNG Esports,0
ESPORTSTMNT01_3410111,BNK FEARX,0
ESPORTSTMNT01_3410111,KT Rolster,1
ESPORTSTMNT03_3200575,J Team,1
ESPORTSTMNT03_3200575,Dewish Team,0
ESPORTSTMNT01_3411054,Team Whales,1
ESPORTSTMNT01_3411054,CERBERUS Esports,0
10411-10411_game_3,LNG Esports,1
10411-10411_game_3,EDward Gaming,0
ESPORTSTMNT01_3411062,CERBERUS Esports,1
ESPORTSTMNT01_3411062,Team Whales,0
ESPORTSTMNT03_3199562,Deep Cross Gaming,1
ESPORTSTMNT03_3199562,Frank Esports,0
10411-10411_game_4,EDward Gaming,0
10411-10411_game_4,LNG Esports,1
ESPORTSTMNT01_3410146,Team Whales,0
ESPORTSTMNT01_3410146,CERBERUS Esports,1
ESPORTSTMNT03_3200582,CTBC Flying Oyster,1
ESPORTSTMNT03_3200582,Impunity,0
ESPORTSTMNT01_3410167,GAM Esports,1
ESPORTSTMNT01_3410167,Team Secret,0
ESPORTSTMNT03_3198592,HELL PIGS,0
ESPORTSTMNT03_3198592,PSG Talon,1
ESPORTSTMNT01_3411107,Team Secret,0
ESPORTSTMNT01_3411107,GAM Esports,1
ESPORTSTMNT01_3411136,Los Grandes,0
ESPORTSTMNT01_3411136,LOUD,1
ESPORTSTMNT01_3412133,INTZ,1
ESPORTSTMNT01_3412133,Fluxo,0
ESPORTSTMNT01_3411168,Liberty,1
ESPORTSTMNT01_3411168,FURIA,0
ESPORTSTMNT01_3410246,KaBuM! Esports,0
ESPORTSTMNT01_3410246,paiN Gaming,1
ESPORTSTMNT01_3411202,Vivo Keyd Stars,1
ESPORTSTMNT01_3411202,RED Canids,0
ESPORTSTMNT01_3411210,Golden Guardians,0
ESPORTSTMNT01_3411210,NRG Kia,1
ESPORTSTMNT01_3410273,NRG Kia,1
ESPORTSTMNT01_3410273,Golden Guardians,0
ESPORTSTMNT01_3412203,Golden Guardians,1
ESPORTSTMNT01_3412203,NRG Kia,0
ESPORTSTMNT01_3410276,Golden Guardians,0
ESPORTSTMNT01_3410276,NRG Kia,1
10412-10412_game_1,Top Esports,1
10412-10412_game_1,Weibo Gaming,0
ESPORTSTMNT03_3200621,CTBC Flying Oyster,1
ESPORTSTMNT03_3200621,Frank Esports,0
10412-10412_game_2,Weibo Gaming,1
10412-10412_game_2,Top Esports,0
10412-10412_game_3,Top Esports,1
10412-10412_game_3,Weibo Gaming,0
10412-10412_game_4,Weibo Gaming,1
10412-10412_game_4,Top Esports,0
10412-10412_game_5,Top Esports,0
10412-10412_game_5,Weibo Gaming,1
ESPORTSTMNT01_3410511,Hanwha Life Esports,1
ESPORTSTMNT01_3410511,DRX,0
ESPORTSTMNT01_3411490,DRX,0
ESPORTSTMNT01_3411490,Hanwha Life Esports,1
10413-10413_game_1,EDward Gaming,0
10413-10413_game_1,Weibo Gaming,1
ESPORTSTMNT01_3412431,DRX,0
ESPORTSTMNT01_3412431,Hanwha Life Esports,1
10413-10413_game_2,EDward Gaming,1
10413-10413_game_2,Weibo Gaming,0
10413-10413_game_3,Weibo Gaming,1
10413-10413_game_3,EDward Gaming,0
10413-10413_game_4,EDward Gaming,0
10413-10413_game_4,Weibo Gaming,1
ESPORTSTMNT01_3410713,Dplus KIA,0
ESPORTSTMNT01_3410713,T1,1
ESPORTSTMNT01_3410723,Dplus KIA,1
ESPORTSTMNT01_3410723,T1,0
ESPORTSTMNT01_3410725,T1,1
ESPORTSTMNT01_3410725,Dplus KIA,0
ESPORTSTMNT01_3411711,Dplus KIA,0
ESPORTSTMNT01_3411711,T1,1
ESPORTSTMNT01_3412825,KT Rolster,1
ESPORTSTMNT01_3412825,T1,0
ESPORTSTMNT01_3412846,T1,1
ESPORTSTMNT01_3412846,KT Rolster,0
ESPORTSTMNT01_3412852,KT Rolster,0
ESPORTSTMNT01_3412852,T1,1
ESPORTSTMNT01_3410923,KT Rolster,1
ESPORTSTMNT01_3410923,T1,0
ESPORTSTMNT01_3410933,T1,1
ESPORTSTMNT01_3410933,KT Rolster,0
ESPORTSTMNT01_3414014,Team Liquid,1
ESPORTSTMNT01_3414014,Evil Geniuses,0
ESPORTSTMNT01_3412967,Team Liquid,1
ESPORTSTMNT01_3412967,Evil Geniuses,0
ESPORTSTMNT01_3413045,Team Liquid,0
ESPORTSTMNT01_3413045,Evil Geniuses,1
ESPORTSTMNT01_3412971,Team Liquid,1
ESPORTSTMNT01_3412971,Evil Geniuses,0
ESPORTSTMNT01_3412987,Gen.G,1
ESPORTSTMNT01_3412987,Hanwha Life Esports,0
ESPORTSTMNT01_3415015,Gen.G,1
ESPORTSTMNT01_3415015,Hanwha Life Esports,0
ESPORTSTMNT01_3414077,Beyond Gaming,1
ESPORTSTMNT01_3414077,Team Bliss,0
ESPORTSTMNT01_3415025,Hanwha Life Esports,0
ESPORTSTMNT01_3415025,Gen.G,1
ESPORTSTMNT01_3414084,Team Bliss,0
ESPORTSTMNT01_3414084,Beyond Gaming,1
ESPORTSTMNT01_3413118,Team Bliss,0
ESPORTSTMNT01_3413118,Beyond Gaming,1
ESPORTSTMNT02_3226664,Fluxo,0
ESPORTSTMNT02_3226664,Vivo Keyd Stars,1
ESPORTSTMNT02_3225650,Vivo Keyd Stars,0
ESPORTSTMNT02_3225650,Fluxo,1
ESPORTSTMNT02_3226687,Vivo Keyd Stars,1
ESPORTSTMNT02_3226687,Fluxo,0
ESPORTSTMNT02_3226692,Vivo Keyd Stars,0
ESPORTSTMNT02_3226692,Fluxo,1
ESPORTSTMNT02_3225670,Fluxo,0
ESPORTSTMNT02_3225670,Vivo Keyd Stars,1
ESPORTSTMNT01_3415121,Golden Guardians,1
ESPORTSTMNT01_3415121,Dignitas,0
ESPORTSTMNT01_3413227,Dignitas,0
ESPORTSTMNT01_3413227,Golden Guardians,1
ESPORTSTMNT01_3413229,Dignitas,0
ESPORTSTMNT01_3413229,Golden Guardians,1
ESPORTSTMNT01_3415148,Gen.G,1
ESPORTSTMNT01_3415148,T1,0
ESPORTSTMNT01_3415168,T1,1
ESPORTSTMNT01_3415168,Gen.G,0
ESPORTSTMNT01_3413257,Gen.G,0
ESPORTSTMNT01_3413257,T1,1
ESPORTSTMNT01_3413260,Gen.G,1
ESPORTSTMNT01_3413260,T1,0
ESPORTSTMNT01_3414244,Deep Cross Gaming,0
ESPORTSTMNT01_3414244,Chiefs Esports Club,1
ESPORTSTMNT01_3415182,T1,0
ESPORTSTMNT01_3415182,Gen.G,1
ESPORTSTMNT02_3226785,MGN Vikings Esports,0
ESPORTSTMNT02_3226785,Team Flash,1
ESPORTSTMNT01_3413275,Deep Cross Gaming,1
ESPORTSTMNT01_3413275,Chiefs Esports Club,0
ESPORTSTMNT02_3225763,MGN Vikings Esports,1
ESPORTSTMNT02_3225763,Team Flash,0
ESPORTSTMNT01_3415191,Chiefs Esports Club,0
ESPORTSTMNT01_3415191,Deep Cross Gaming,1
ESPORTSTMNT02_3225767,Team Flash,0
ESPORTSTMNT02_3225767,MGN Vikings Esports,1
ESPORTSTMNT01_3415198,Chiefs Esports Club,0
ESPORTSTMNT01_3415198,Deep Cross Gaming,1
ESPORTSTMNT02_3226795,Team Flash,0
ESPORTSTMNT02_3226795,MGN Vikings Esports,1
ESPORTSTMNT02_3225802,paiN Gaming,1
ESPORTSTMNT02_3225802,INTZ,0
ESPORTSTMNT02_3226839,INTZ,0
ESPORTSTMNT02_3226839,paiN Gaming,1
ESPORTSTMNT02_3226849,INTZ,0
ESPORTSTMNT02_3226849,paiN Gaming,1
ESPORTSTMNT01_3414314,Cloud9,1
ESPORTSTMNT01_3414314,NRG Kia,0
ESPORTSTMNT01_3414318,NRG Kia,0
ESPORTSTMNT01_3414318,Cloud9,1
ESPORTSTMNT01_3413353,NRG Kia,0
ESPORTSTMNT01_3413353,Cloud9,1
ESPORTSTMNT01_3415276,KT Rolster,1
ESPORTSTMNT01_3415276,Hanwha Life Esports,0
ESPORTSTMNT01_3413370,Hanwha Life Esports,0
ESPORTSTMNT01_3413370,KT Rolster,1
ESPORTSTMNT01_3415307,Hanwha Life Esports,0
ESPORTSTMNT01_3415307,KT Rolster,1
ESPORTSTMNT01_3414360,J Team,0
ESPORTSTMNT01_3414360,Beyond Gaming,1
ESPORTSTMNT01_3414369,J Team,0
ESPORTSTMNT01_3414369,Beyond Gaming,1
ESPORTSTMNT02_3227902,CERBERUS Esports,1
ESPORTSTMNT02_3227902,Team Secret,0
ESPORTSTMNT02_3227904,CERBERUS Esports,1
ESPORTSTMNT02_3227904,Team Secret,0
ESPORTSTMNT01_3414377,J Team,0
ESPORTSTMNT01_3414377,Beyond Gaming,1
ESPORTSTMNT02_3227906,Team Secret,1
ESPORTSTMNT02_3227906,CERBERUS Esports,0
ESPORTSTMNT02_3227909,CERBERUS Esports,0
ESPORTSTMNT02_3227909,Team Secret,1
ESPORTSTMNT02_3227913,CERBERUS Esports,0
ESPORTSTMNT02_3227913,Team Secret,1
ESPORTSTMNT02_3226957,RED Canids,1
ESPORTSTMNT02_3226957,LOUD,0
ESPORTSTMNT02_3226973,LOUD,1
ESPORTSTMNT02_3226973,RED Canids,0
ESPORTSTMNT02_3227954,RED Canids,0
ESPORTSTMNT02_3227954,LOUD,1
ESPORTSTMNT02_3226983,RED Canids,0
ESPORTSTMNT02_3226983,LOUD,1
ESPORTSTMNT01_3414426,Golden Guardians,0
ESPORTSTMNT01_3414426,Team Liquid,1
ESPORTSTMNT01_3415406,Golden Guardians,0
ESPORTSTMNT01_3415406,Team Liquid,1
ESPORTSTMNT01_3414439,Golden Guardians,1
ESPORTSTMNT01_3414439,Team Liquid,0
ESPORTSTMNT01_3415408,Team Liquid,0
ESPORTSTMNT01_3415408,Golden Guardians,1
ESPORTSTMNT01_3414442,Golden Guardians,0
ESPORTSTMNT01_3414442,Team Liquid,1
ESPORTSTMNT01_3414497,PSG Talon,1
ESPORTSTMNT01_3414497,Deep Cross Gaming,0
ESPORTSTMNT01_3413538,Deep Cross Gaming,0
ESPORTSTMNT01_3413538,PSG Talon,1
ESPORTSTMNT01_3415465,Deep Cross Gaming,0
ESPORTSTMNT01_3415465,PSG Talon,1
ESPORTSTMNT01_3413797,Team Bliss,0
ESPORTSTMNT01_3413797,CTBC Flying Oyster,1
ESPORTSTMNT01_3415719,Team Bliss,0
ESPORTSTMNT01_3415719,CTBC Flying Oyster,1
ESPORTSTMNT01_3414745,CTBC Flying Oyster,1
ESPORTSTMNT01_3414745,Team Bliss,0
ESPORTSTMNT01_3415800,Chiefs Esports Club,0
ESPORTSTMNT01_3415800,Frank Esports,1
ESPORTSTMNT01_3413908,Chiefs Esports Club,0
ESPORTSTMNT01_3413908,Frank Esports,1
ESPORTSTMNT01_3413910,Frank Esports,0
ESPORTSTMNT01_3413910,Chiefs Esports Club,1
ESPORTSTMNT01_3414858,Frank Esports,1
ESPORTSTMNT01_3414858,Chiefs Esports Club,0
ESPORTSTMNT01_3416038,T1,1
ESPORTSTMNT01_3416038,KT Rolster,0
ESPORTSTMNT01_3416073,KT Rolster,0
ESPORTSTMNT01_3416073,T1,1
ESPORTSTMNT01_3416074,KT Rolster,1
ESPORTSTMNT01_3416074,T1,0
ESPORTSTMNT01_3416088,T1,0
ESPORTSTMNT01_3416088,KT Rolster,1
ESPORTSTMNT01_3415988,Deep Cross Gaming,0
ESPORTSTMNT01_3415988,CTBC Flying Oyster,1
ESPORTSTMNT01_3415991,T1,1
ESPORTSTMNT01_3415991,KT Rolster,0
ESPORTSTMNT01_3415992,Deep Cross Gaming,1
ESPORTSTMNT01_3415992,CTBC Flying Oyster,0
ESPORTSTMNT01_3417007,CTBC Flying Oyster,1
ESPORTSTMNT01_3417007,Deep Cross Gaming,0
ESPORTSTMNT02_3228574,MGN Vikings Esports,1
ESPORTSTMNT02_3228574,GAM Esports,0
ESPORTSTMNT02_3230531,MGN Vikings Esports,0
ESPORTSTMNT02_3230531,GAM Esports,1
ESPORTSTMNT01_3416121,Deep Cross Gaming,0
ESPORTSTMNT01_3416121,CTBC Flying Oyster,1
ESPORTSTMNT02_3228586,MGN Vikings Esports,0
ESPORTSTMNT02_3228586,GAM Esports,1
ESPORTSTMNT05_3239367,MAD Lions KOI,1
ESPORTSTMNT05_3239367,GiantX,0
ESPORTSTMNT02_3229559,MGN Vikings Esports,0
ESPORTSTMNT02_3229559,GAM Esports,1
ESPORTSTMNT05_3241417,GiantX,0
ESPORTSTMNT05_3241417,MAD Lions KOI,1
ESPORTSTMNT05_3239389,GiantX,0
ESPORTSTMNT05_3239389,MAD Lions KOI,1
ESPORTSTMNT02_3229572,Vivo Keyd Stars,1
ESPORTSTMNT02_3229572,INTZ,0
ESPORTSTMNT02_3230572,INTZ,1
ESPORTSTMNT02_3230572,Vivo Keyd Stars,0
ESPORTSTMNT02_3230576,INTZ,1
ESPORTSTMNT02_3230576,Vivo Keyd Stars,0
ESPORTSTMNT02_3230586,INTZ,1
ESPORTSTMNT02_3230586,Vivo Keyd Stars,0
ESPORTSTMNT01_3416179,NRG Kia,1
ESPORTSTMNT01_3416179,Team Liquid,0
ESPORTSTMNT01_3417100,NRG Kia,0
ESPORTSTMNT01_3417100,Team Liquid,1
ESPORTSTMNT01_3417103,NRG Kia,1
ESPORTSTMNT01_3417103,Team Liquid,0
ESPORTSTMNT01_3416186,Team Liquid,1
ESPORTSTMNT01_3416186,NRG Kia,0
ESPORTSTMNT01_3417104,NRG Kia,1
ESPORTSTMNT01_3417104,Team Liquid,0
ESPORTSTMNT01_3418098,Gen.G,1
ESPORTSTMNT01_3418098,T1,0
ESPORTSTMNT01_3417138,T1,0
ESPORTSTMNT01_3417138,Gen.G,1
ESPORTSTMNT01_3417141,Gen.G,1
ESPORTSTMNT01_3417141,T1,0
ESPORTSTMNT01_3416242,J Team,0
ESPORTSTMNT01_3416242,Frank Esports,1
ESPORTSTMNT02_3229649,Team Whales,0
ESPORTSTMNT02_3229649,Team Secret,1
ESPORTSTMNT01_3418140,J Team,0
ESPORTSTMNT01_3418140,Frank Esports,1
ESPORTSTMNT02_3229653,Team Whales,0
ESPORTSTMNT02_3229653,Team Secret,1
ESPORTSTMNT01_3418142,Frank Esports,1
ESPORTSTMNT01_3418142,J Team,0
ESPORTSTMNT02_3228679,Team Secret,1
ESPORTSTMNT02_3228679,Team Whales,0
ESPORTSTMNT05_3241433,G2 Esports,1
ESPORTSTMNT05_3241433,Team BDS,0
ESPORTSTMNT05_3239416,Team BDS,1
ESPORTSTMNT05_3239416,G2 Esports,0
ESPORTSTMNT05_3239420,G2 Esports,1
ESPORTSTMNT05_3239420,Team BDS,0
ESPORTSTMNT02_3228699,paiN Gaming,0
ESPORTSTMNT02_3228699,LOUD,1
ESPORTSTMNT05_3241458,Team BDS,0
ESPORTSTMNT05_3241458,G2 Esports,1
ESPORTSTMNT02_3228711,paiN Gaming,0
ESPORTSTMNT02_3228711,LOUD,1
ESPORTSTMNT02_3230685,LOUD,1
ESPORTSTMNT02_3230685,paiN Gaming,0
ESPORTSTMNT01_3417173,Cloud9,1
ESPORTSTMNT01_3417173,NRG Kia,0
ESPORTSTMNT01_3416273,NRG Kia,1
ESPORTSTMNT01_3416273,Cloud9,0
ESPORTSTMNT01_3416274,Cloud9,0
ESPORTSTMNT01_3416274,NRG Kia,1
ESPORTSTMNT01_3417177,Cloud9,0
ESPORTSTMNT01_3417177,NRG Kia,1
ESPORTSTMNT01_3417308,KT Rolster,1
ESPORTSTMNT01_3417308,Hanwha Life Esports,0
ESPORTSTMNT01_3416429,Hanwha Life Esports,0
ESPORTSTMNT01_3416429,KT Rolster,1
ESPORTSTMNT01_3417324,Hanwha Life Esports,1
ESPORTSTMNT01_3417324,KT Rolster,0
ESPORTSTMNT01_3417325,KT Rolster,1
ESPORTSTMNT01_3417325,Hanwha Life Esports,0
ESPORTSTMNT01_3416476,Dplus KIA,1
ESPORTSTMNT01_3416476,DRX,0
ESPORTSTMNT01_3417376,DRX,0
ESPORTSTMNT01_3417376,Dplus KIA,1
ESPORTSTMNT01_3417383,PSG Talon,0
ESPORTSTMNT01_3417383,Beyond Gaming,1
ESPORTSTMNT01_3418384,DRX,0
ESPORTSTMNT01_3418384,Dplus KIA,1
ESPORTSTMNT02_3232051,Team Whales,1
ESPORTSTMNT02_3232051,CERBERUS Esports,0
ESPORTSTMNT01_3417385,PSG Talon,1
ESPORTSTMNT01_3417385,Beyond Gaming,0
ESPORTSTMNT02_3232052,CERBERUS Esports,0
ESPORTSTMNT02_3232052,Team Whales,1
ESPORTSTMNT01_3418385,Beyond Gaming,1
ESPORTSTMNT01_3418385,PSG Talon,0
ESPORTSTMNT02_3231072,Team Whales,1
ESPORTSTMNT02_3231072,CERBERUS Esports,0
ESPORTSTMNT01_3417386,PSG Talon,1
ESPORTSTMNT01_3417386,Beyond Gaming,0
ESPORTSTMNT01_3416503,PSG Talon,1
ESPORTSTMNT01_3416503,Beyond Gaming,0
ESPORTSTMNT01_3416533,Hanwha Life Esports,1
ESPORTSTMNT01_3416533,Dplus KIA,0
ESPORTSTMNT01_3416553,Dplus KIA,1
ESPORTSTMNT01_3416553,Hanwha Life Esports,0
ESPORTSTMNT01_3417429,Hanwha Life Esports,0
ESPORTSTMNT01_3417429,Dplus KIA,1
ESPORTSTMNT01_3418429,Hanwha Life Esports,0
ESPORTSTMNT01_3418429,Dplus KIA,1
ESPORTSTMNT01_3417444,CTBC Flying Oyster,1
ESPORTSTMNT01_3417444,Frank Esports,0
ESPORTSTMNT02_3231156,MGN Vikings Esports,0
ESPORTSTMNT02_3231156,Team Flash,1
ESPORTSTMNT01_3416568,Frank Esports,1
ESPORTSTMNT01_3416568,CTBC Flying Oyster,0
