patch,side,league,teamname,opp_teamname,ban1,ban2,ban3,ban4,ban5,pick1,pick2,pick3,pick4,pick5,year,month,day,hour,minute
0.0,0.0,LCK,OKSavingsBank BRION,Gen.G,Tryndamere,Caitlyn,Ziggs,Twisted Fate,Lissandra,Aphelios,Lee Sin,LeBlanc,Gwen,Braum,0.0,0.0,0.6333333333333333,0.3913043478260869,0.4915254237288136
0.0,1.0,LCK,Gen.G,OKSavingsBank BRION,Renekton,Corki,Xin Zhao,Gragas,Nautilus,Thresh,Jarvan IV,Jinx,Galio,Camille,0.0,0.0,0.6333333333333333,0.3913043478260869,0.4915254237288136
0.0,0.0,LCK,OKSavingsBank BRION,Gen.G,Tryndamere,Caitlyn,Ziggs,Jarvan IV,Viego,Aphelios,Xin Zhao,Ryze,Gwen,Rakan,0.0,0.0,0.6333333333333333,0.4782608695652174,0.7288135593220338
0.0,1.0,LCK,Gen.G,OKSavingsBank BRION,Renekton,Corki,LeBlanc,Camille,Gragas,Jhin,Yuumi,Orianna,Talon,Graves,0.0,0.0,0.6333333333333333,0.4782608695652174,0.7288135593220338
0.0,0.0,LCK,BNK FEARX,Kwangdong Freecs,Caitlyn,Karma,Viktor,Camille,Xin Zhao,Aphelios,Lee Sin,LeBlanc,Gragas,Braum,0.0,0.0,0.6666666666666666,0.2608695652173913,0.3050847457627119
0.0,1.0,LCK,Kwangdong Freecs,BNK FEARX,Renekton,Corki,Yuumi,Tryndamere,Nautilus,Jinx,Thresh,Twisted Fate,Poppy,Jayce,0.0,0.0,0.6666666666666666,0.2608695652173913,0.3050847457627119
0.0,0.0,LCK,BNK FEARX,Kwangdong Freecs,Caitlyn,Karma,Twisted Fate,Jarvan IV,Jayce,Aphelios,Viktor,Leona,Gwen,Olaf,0.0,0.0,0.6666666666666666,0.34782608695652173,0.6949152542372882
0.0,1.0,LCK,Kwangdong Freecs,BNK FEARX,Renekton,Corki,Yuumi,Tryndamere,Diana,Jinx,Thresh,Orianna,Xin Zhao,Akali,0.0,0.0,0.6666666666666666,0.34782608695652173,0.6949152542372882
0.0,0.0,LCK,Nongshim RedForce,KT Rolster,Jarvan IV,Renekton,Aphelios,Tryndamere,Akali,Jinx,Thresh,Corki,Trundle,Gnar,0.0,0.0,0.6666666666666666,0.3913043478260869,0.6271186440677966
0.0,1.0,LCK,KT Rolster,Nongshim RedForce,Karma,Yuumi,Caitlyn,Graves,Gwen,Twisted Fate,Xin Zhao,Sett,Kalista,Lee Sin,0.0,0.0,0.6666666666666666,0.3913043478260869,0.6271186440677966
0.0,0.0,LCK,Nongshim RedForce,KT Rolster,Twisted Fate,Sett,Renekton,Tryndamere,Vex,Jinx,Thresh,Graves,Viktor,Xin Zhao,0.0,0.0,0.6666666666666666,0.4782608695652174,0.711864406779661
0.0,1.0,LCK,KT Rolster,Nongshim RedForce,Karma,Yuumi,Caitlyn,Poppy,Azir,Jarvan IV,Akali,Kalista,Gragas,Gwen,0.0,0.0,0.6666666666666666,0.4782608695652174,0.711864406779661
0.0,0.0,LCK,KT Rolster,Nongshim RedForce,Karma,Graves,Xin Zhao,Lux,Thresh,Jarvan IV,Lee Sin,Leona,Ezreal,Orianna,0.0,0.0,0.6666666666666666,0.5217391304347826,0.576271186440678
0.0,1.0,LCK,Nongshim RedForce,KT Rolster,Renekton,Twisted Fate,Yuumi,LeBlanc,Sylas,Akali,Caitlyn,Poppy,Alistar,Gwen,0.0,0.0,0.6666666666666666,0.5217391304347826,0.576271186440678
0.0,0.0,LEC,Misfits Gaming,GiantX,Corki,Caitlyn,LeBlanc,Ornn,Zoe,Lee Sin,Jinx,Viktor,Leona,Gwen,0.0,0.0,0.6666666666666666,0.6956521739130435,0.4067796610169492
0.0,1.0,LEC,GiantX,Misfits Gaming,Twisted Fate,Yuumi,Akali,Jayce,Lulu,Aphelios,Xin Zhao,Thresh,Vex,Graves,0.0,0.0,0.6666666666666666,0.6956521739130435,0.4067796610169492
0.0,0.0,LEC,Astralis,Fnatic,LeBlanc,Caitlyn,Thresh,Gangplank,Lulu,Corki,Xayah,Rakan,Gragas,Poppy,0.0,0.0,0.6666666666666666,0.7391304347826086,0.15254237288135594
0.0,1.0,LEC,Fnatic,Astralis,Twisted Fate,Trundle,Jarvan IV,Xin Zhao,Kennen,Lee Sin,Jinx,Orianna,Akali,Zilean,0.0,0.0,0.6666666666666666,0.7391304347826086,0.15254237288135594
0.0,0.0,LEC,G2 Esports,SK Gaming,Jinx,Corki,Diana,Lux,Ornn,Akali,Xin Zhao,Jhin,Orianna,Bard,0.0,0.0,0.6666666666666666,0.7826086956521738,0.03389830508474576
0.0,1.0,LEC,SK Gaming,G2 Esports,Twisted Fate,LeBlanc,Renekton,Karma,Yuumi,Caitlyn,Lee Sin,Viktor,Nautilus,Jarvan IV,0.0,0.0,0.6666666666666666,0.7826086956521738,0.03389830508474576
0.0,0.0,LEC,Team BDS,Team Vitality,Caitlyn,LeBlanc,Talon,Jax,Lulu,Xin Zhao,Gwen,Syndra,Jhin,Nautilus,0.0,0.0,0.6666666666666666,0.8260869565217391,0.3389830508474576
0.0,1.0,LEC,Team Vitality,Team BDS,Twisted Fate,Akali,Renekton,Yuumi,Lucian,Corki,Jinx,Olaf,Thresh,Gangplank,0.0,0.0,0.6666666666666666,0.8260869565217391,0.3389830508474576
0.0,0.0,LEC,MAD Lions KOI,Rogue,Xin Zhao,Caitlyn,Akali,Rakan,Gwen,Thresh,Jinx,Jarvan IV,Ornn,Ryze,0.0,0.0,0.6666666666666666,0.8695652173913043,0.0847457627118644
0.0,1.0,LEC,Rogue,MAD Lions KOI,Diana,Twisted Fate,Corki,Jayce,Orianna,Viktor,Lee Sin,Jhin,Blitzcrank,Camille,0.0,0.0,0.6666666666666666,0.8695652173913043,0.0847457627118644
0.0,0.0,LCS,Dignitas,NRG Kia,LeBlanc,Lee Sin,Diana,Lulu,Camille,Corki,Thresh,Aphelios,Gragas,Viego,0.0,0.0,0.6666666666666666,0.9130434782608695,0.7627118644067796
0.0,1.0,LCS,NRG Kia,Dignitas,Akali,Jarvan IV,Caitlyn,Olaf,Renekton,Xin Zhao,Jinx,Twisted Fate,Rakan,Gwen,0.0,0.0,0.6666666666666666,0.9130434782608695,0.7627118644067796
0.0,0.0,LCS,100 Thieves,Cloud9,Xin Zhao,Diana,Akali,Jayce,Tryndamere,Corki,Gwen,Jarvan IV,Aphelios,Leona,0.0,0.0,0.6666666666666666,1.0,0.2033898305084746
0.0,1.0,LCS,Cloud9,100 Thieves,Caitlyn,Twisted Fate,Karma,Jinx,Thresh,Jhin,Lee Sin,Viktor,Graves,Rakan,0.0,0.0,0.6666666666666666,1.0,0.2033898305084746
0.0,0.0,LCS,Immortals,Team Liquid,LeBlanc,Lulu,Twisted Fate,Renekton,Gangplank,Thresh,Jinx,Akali,Hecarim,Orianna,0.0,0.0,0.7,0.0,0.1016949152542373
0.0,1.0,LCS,Team Liquid,Immortals,Viktor,Corki,Diana,Jarvan IV,Viego,Caitlyn,Xin Zhao,Lux,Zilean,Rengar,0.0,0.0,0.7,0.0,0.1016949152542373
0.0,0.0,LCS,Golden Guardians,TSM,Lee Sin,Diana,Tryndamere,Akali,Jayce,Corki,Xin Zhao,Gwen,Jinx,Thresh,0.0,0.0,0.7,0.043478260869565216,0.0
0.0,1.0,LCS,TSM,Golden Guardians,Caitlyn,Lulu,Karma,Yuumi,Rell,Viego,Leona,Viktor,Graves,Aphelios,0.0,0.0,0.7,0.043478260869565216,0.0
0.0,0.0,LCS,Evil Geniuses,Dignitas,Karma,Thresh,Xin Zhao,Lulu,Gragas,Renekton,Senna,Diana,Leona,Tryndamere,0.0,0.0,0.7,0.043478260869565216,0.864406779661017
0.0,1.0,LCS,Dignitas,Evil Geniuses,Twisted Fate,Caitlyn,Corki,Yasuo,Nautilus,Lee Sin,Jinx,LeBlanc,Rakan,Gwen,0.0,0.0,0.7,0.043478260869565216,0.864406779661017
0.0,0.0,LCK,Dplus KIA,OKSavingsBank BRION,Corki,Renekton,Xin Zhao,Gwen,Akali,Diana,Jinx,Thresh,Camille,Galio,0.0,0.0,0.7,0.2608695652173913,0.8135593220338984
0.0,1.0,LCK,OKSavingsBank BRION,Dplus KIA,Caitlyn,Twisted Fate,Karma,Tryndamere,Yasuo,Aphelios,Jarvan IV,Viktor,Gragas,Leona,0.0,0.0,0.7,0.2608695652173913,0.8135593220338984
0.0,0.0,LCK,OKSavingsBank BRION,Dplus KIA,Diana,Twisted Fate,Caitlyn,Galio,Akali,Renekton,Jhin,Yuumi,Gwen,Lillia,0.0,0.0,0.7,0.34782608695652173,0.5932203389830508
0.0,1.0,LCK,Dplus KIA,OKSavingsBank BRION,Xin Zhao,Corki,Viktor,LeBlanc,Orianna,Aphelios,Karma,Jarvan IV,Gragas,Ryze,0.0,0.0,0.7,0.34782608695652173,0.5932203389830508
0.0,0.0,LCK,Gen.G,Hanwha Life Esports,Tryndamere,Jarvan IV,Karma,Akali,LeBlanc,Xin Zhao,Ezreal,Yuumi,Ryze,Gwen,0.0,0.0,0.7,0.3913043478260869,0.576271186440678
0.0,1.0,LCK,Hanwha Life Esports,Gen.G,Renekton,Twisted Fate,Corki,Camille,Lissandra,Caitlyn,Lee Sin,Lux,Viktor,Graves,0.0,0.0,0.7,0.3913043478260869,0.576271186440678
0.0,0.0,LCK,Gen.G,Hanwha Life Esports,Tryndamere,Karma,Yuumi,Graves,Akali,Caitlyn,Lux,Poppy,Gragas,Orianna,0.0,0.0,0.7,0.4782608695652174,0.6271186440677966
0.0,1.0,LCK,Hanwha Life Esports,Gen.G,Renekton,Twisted Fate,Corki,Camille,LeBlanc,Jhin,Xin Zhao,Viktor,Gwen,Trundle,0.0,0.0,0.7,0.4782608695652174,0.6271186440677966
0.0,0.0,LCK,Hanwha Life Esports,Gen.G,Poppy,Twisted Fate,Tryndamere,LeBlanc,Orianna,Karma,Xin Zhao,Aphelios,Viktor,Gragas,0.0,0.0,0.7,0.5217391304347826,0.6949152542372882
0.0,1.0,LCK,Gen.G,Hanwha Life Esports,Corki,Caitlyn,Renekton,Gwen,Vex,Jhin,Yuumi,Jarvan IV,Akali,Gnar,0.0,0.0,0.7,0.5217391304347826,0.6949152542372882
0.0,0.0,LEC,SK Gaming,GiantX,Akali,Caitlyn,Twisted Fate,Lulu,Rakan,Xin Zhao,Jayce,LeBlanc,Ziggs,Nautilus,0.0,0.0,0.7,0.6521739130434783,0.2711864406779661
0.0,1.0,LEC,GiantX,SK Gaming,Jinx,Gragas,Corki,Ezreal,Xayah,Aphelios,Lee Sin,Malphite,Lissandra,Leona,0.0,0.0,0.7,0.6521739130434783,0.2711864406779661
0.0,0.0,CBLOL,LOUD,FURIA,Gwen,Diana,Jinx,Vex,Tryndamere,Renekton,Corki,Viego,Aphelios,Nautilus,0.0,0.0,0.7,0.6521739130434783,0.7288135593220338
0.0,1.0,CBLOL,FURIA,LOUD,Lee Sin,Thresh,Twisted Fate,Kai'Sa,Caitlyn,Jhin,Xin Zhao,Leona,Akali,Orianna,0.0,0.0,0.7,0.6521739130434783,0.7288135593220338
0.0,0.0,LEC,MAD Lions KOI,Astralis,Akali,Thresh,Caitlyn,Xin Zhao,Malphite,Viktor,Jinx,Lee Sin,Aatrox,Zilean,0.0,0.0,0.7,0.6956521739130435,0.11864406779661017
0.0,1.0,LEC,Astralis,MAD Lions KOI,Diana,Twisted Fate,Corki,Gwen,Jayce,Xayah,Rakan,Vex,Ornn,Jarvan IV,0.0,0.0,0.7,0.6956521739130435,0.11864406779661017
0.0,0.0,LEC,Team BDS,Rogue,Caitlyn,LeBlanc,Viktor,Xin Zhao,Jarvan IV,Jinx,Lee Sin,Leona,Akali,Graves,0.0,0.0,0.7,0.7391304347826086,0.2542372881355932
0.0,1.0,LEC,Rogue,Team BDS,Twisted Fate,Diana,Corki,Irelia,Camille,Lucian,Nami,Jayce,Trundle,Ryze,0.0,0.0,0.7,0.7391304347826086,0.2542372881355932
0.0,0.0,CBLOL,Miners,Los Grandes,Jinx,Twisted Fate,Caitlyn,Viktor,Syndra,Vex,Kai'Sa,Leona,Tryndamere,Viego,0.0,0.0,0.7,0.7391304347826086,0.3220338983050847
0.0,1.0,CBLOL,Los Grandes,Miners,Nidalee,Corki,Diana,Lee Sin,Jayce,Xin Zhao,Jhin,Gwen,Orianna,Maokai,0.0,0.0,0.7,0.7391304347826086,0.3220338983050847
0.0,0.0,LEC,Fnatic,Misfits Gaming,Diana,Viktor,Jayce,Nautilus,Lulu,Xin Zhao,Twisted Fate,Akali,Caitlyn,Braum,0.0,0.0,0.7,0.7826086956521738,0.423728813559322
0.0,1.0,LEC,Misfits Gaming,Fnatic,Lee Sin,Thresh,Viego,Rakan,Lucian,Jarvan IV,Jinx,Sylas,Gragas,Yuumi,0.0,0.0,0.7,0.7826086956521738,0.423728813559322
0.0,0.0,CBLOL,KaBuM! Esports,INTZ,Ziggs,Renekton,Twisted Fate,Jhin,Ezreal,Caitlyn,Lee Sin,Nautilus,Graves,Viktor,0.0,0.0,0.7,0.7826086956521738,0.4915254237288136
0.0,1.0,CBLOL,INTZ,KaBuM! Esports,Corki,Jayce,Akali,Kennen,Jax,Karma,Xin Zhao,Gwen,Sivir,LeBlanc,0.0,0.0,0.7,0.7826086956521738,0.4915254237288136
0.0,0.0,LEC,G2 Esports,Team Vitality,Diana,Jinx,Viktor,Syndra,Gwen,Corki,Lee Sin,Caitlyn,Gragas,Zyra,0.0,0.0,0.7,0.8260869565217391,0.2711864406779661
0.0,1.0,LEC,Team Vitality,G2 Esports,Akali,Twisted Fate,LeBlanc,Morgana,Jayce,Aphelios,Xin Zhao,Thresh,Orianna,Gangplank,0.0,0.0,0.7,0.8260869565217391,0.2711864406779661
0.0,0.0,CBLOL,Rensga eSports,RED Canids,Lee Sin,Leona,Twisted Fate,Nautilus,Rakan,Corki,Viego,Ezreal,Gragas,Yuumi,0.0,0.0,0.7,0.8260869565217391,0.4067796610169492
0.0,1.0,CBLOL,RED Canids,Rensga eSports,Thresh,Caitlyn,Jinx,Braum,Karma,Gwen,Xin Zhao,Akali,Rell,Samira,0.0,0.0,0.7,0.8260869565217391,0.4067796610169492
0.0,0.0,LCS,100 Thieves,Dignitas,Xin Zhao,LeBlanc,Akali,Jayce,Kennen,Caitlyn,Gwen,Viego,Lulu,Orianna,0.0,0.0,0.7,0.8695652173913043,0.6440677966101694
0.0,1.0,LCS,Dignitas,100 Thieves,Diana,Twisted Fate,Corki,Lux,Thresh,Karma,Jarvan IV,Ezreal,Viktor,Gragas,0.0,0.0,0.7,0.8695652173913043,0.6440677966101694
0.0,0.0,LCS,Dignitas,100 Thieves,Diana,Gwen,Twisted Fate,Viktor,Jayce,Jarvan IV,Thresh,Aphelios,Renekton,Zoe,0.0,0.0,0.7,0.9565217391304348,0.3559322033898305
0.0,1.0,LCS,100 Thieves,Dignitas,Xin Zhao,Corki,LeBlanc,Orianna,Gragas,Caitlyn,Karma,Viego,Syndra,Gnar,0.0,0.0,0.7,0.9565217391304348,0.3559322033898305
0.0,0.0,LCS,Team Liquid,FlyQuest,Renekton,LeBlanc,Ziggs,Leona,Gwen,Corki,Thresh,Xin Zhao,Kalista,Akali,0.0,0.0,0.7,1.0,0.2033898305084746
0.0,1.0,LCS,FlyQuest,Team Liquid,Twisted Fate,Caitlyn,Diana,Aphelios,Varus,Jinx,Lee Sin,Orianna,Rakan,Sion,0.0,0.0,0.7,1.0,0.2033898305084746
0.0,0.0,LCS,FlyQuest,Team Liquid,Twisted Fate,Caitlyn,Thresh,Jayce,Akali,Diana,Jhin,Yasuo,Gwen,Bard,0.0,0.0,0.7333333333333333,0.0,0.2711864406779661
0.0,1.0,LCS,Team Liquid,FlyQuest,Renekton,Corki,Jarvan IV,Nautilus,Leona,Xin Zhao,Jinx,LeBlanc,Rakan,Graves,0.0,0.0,0.7333333333333333,0.0,0.2711864406779661
0.0,0.0,LCK,BNK FEARX,T1,Karma,Twisted Fate,Aphelios,Jarvan IV,Jayce,Yuumi,Jhin,Viktor,Gragas,Hecarim,0.0,0.0,0.7333333333333333,0.21739130434782608,0.6440677966101694
0.0,1.0,LCK,T1,BNK FEARX,Renekton,Xin Zhao,Akali,Viego,Poppy,Caitlyn,Corki,Lux,Lee Sin,Gnar,0.0,0.0,0.7333333333333333,0.21739130434782608,0.6440677966101694
0.0,0.0,LCK,BNK FEARX,T1,Karma,Twisted Fate,Caitlyn,Jarvan IV,Poppy,Aphelios,Nautilus,Sylas,Gwen,Trundle,0.0,0.0,0.7333333333333333,0.34782608695652173,0.6779661016949152
0.0,1.0,LCK,T1,BNK FEARX,Renekton,Xin Zhao,Akali,Lee Sin,Graves,Corki,Thresh,Jinx,Viego,Gragas,0.0,0.0,0.7333333333333333,0.34782608695652173,0.6779661016949152
0.0,0.0,LCK,Kwangdong Freecs,DRX,Diana,Twisted Fate,Yuumi,Xin Zhao,Camille,Karma,Varus,Jarvan IV,Viktor,Gragas,0.0,0.0,0.7333333333333333,0.3913043478260869,0.4915254237288136
0.0,1.0,LCK,DRX,Kwangdong Freecs,Caitlyn,Corki,Renekton,LeBlanc,Orianna,Jinx,Thresh,Akali,Viego,Gnar,0.0,0.0,0.7333333333333333,0.3913043478260869,0.4915254237288136
0.0,0.0,LCK,Kwangdong Freecs,DRX,Diana,Yuumi,Karma,Thresh,LeBlanc,Renekton,Nidalee,Leona,Jhin,Orianna,0.0,0.0,0.7333333333333333,0.4782608695652174,0.8305084745762712
0.0,1.0,LCK,DRX,Kwangdong Freecs,Caitlyn,Corki,Twisted Fate,Jinx,Varus,Aphelios,Xin Zhao,Gragas,Rakan,Viktor,0.0,0.0,0.7333333333333333,0.4782608695652174,0.8305084745762712
0.0,0.0,CBLOL,Liberty,Rensga eSports,Twisted Fate,Leona,Vex,LeBlanc,Akali,Caitlyn,Lux,Jarvan IV,Zoe,Graves,0.0,0.0,0.7333333333333333,0.6521739130434783,0.7627118644067796
0.0,1.0,CBLOL,Rensga eSports,Liberty,Gwen,Corki,Thresh,Camille,Renekton,Karma,Viego,Jhin,Jayce,Viktor,0.0,0.0,0.7333333333333333,0.6521739130434783,0.7627118644067796
0.0,0.0,CBLOL,RED Canids,LOUD,Thresh,Viktor,Corki,Zoe,Jax,Twisted Fate,Jinx,Leona,Talon,Ornn,0.0,0.0,0.7333333333333333,0.6956521739130435,0.8983050847457628
0.0,1.0,CBLOL,LOUD,RED Canids,Gwen,Lee Sin,Diana,Camille,Jarvan IV,Caitlyn,Xin Zhao,Lux,Syndra,Aatrox,0.0,0.0,0.7333333333333333,0.6956521739130435,0.8983050847457628
0.0,0.0,CBLOL,INTZ,Miners,Kai'Sa,Ezreal,Tryndamere,Jayce,Xin Zhao,Corki,Aphelios,Nautilus,Jax,Lee Sin,0.0,0.0,0.7333333333333333,0.7826086956521738,0.0847457627118644
0.0,1.0,CBLOL,Miners,INTZ,Twisted Fate,Jinx,Caitlyn,Gwen,Renekton,Jhin,Leona,Kassadin,Camille,Poppy,0.0,0.0,0.7333333333333333,0.7826086956521738,0.0847457627118644
0.0,0.0,CBLOL,Los Grandes,FURIA,Renekton,Tryndamere,Sylas,Lux,Thresh,Akali,Jhin,Jarvan IV,Leona,Viktor,0.0,0.0,0.7333333333333333,0.8260869565217391,0.4915254237288136
0.0,1.0,CBLOL,FURIA,Los Grandes,Lee Sin,Corki,Twisted Fate,Jayce,Nautilus,Caitlyn,Xin Zhao,Gwen,Vex,Morgana,0.0,0.0,0.7333333333333333,0.8260869565217391,0.4915254237288136
0.0,0.0,LCS,Evil Geniuses,Golden Guardians,Karma,Thresh,Caitlyn,Lulu,Rakan,Twisted Fate,Senna,Olaf,Gragas,Kennen,0.0,0.0,0.7333333333333333,0.8260869565217391,0.5423728813559322
0.0,1.0,LCS,Golden Guardians,Evil Geniuses,Renekton,Diana,Corki,Nautilus,Gwen,Xin Zhao,Jinx,Viktor,Leona,Vladimir,0.0,0.0,0.7333333333333333,0.8260869565217391,0.5423728813559322
0.0,0.0,LCS,Golden Guardians,Evil Geniuses,Renekton,Olaf,Twisted Fate,LeBlanc,Tryndamere,Diana,Ezreal,Karma,Camille,Galio,0.0,0.0,0.7333333333333333,0.9130434782608695,0.22033898305084745
0.0,1.0,LCS,Evil Geniuses,Golden Guardians,Caitlyn,Corki,Thresh,Jayce,Yasuo,Jinx,Xin Zhao,Lulu,Gwen,Lucian,0.0,0.0,0.7333333333333333,0.9130434782608695,0.22033898305084745
0.0,0.0,LCS,Cloud9,NRG Kia,Gwen,Akali,Twisted Fate,Kassadin,Kennen,Corki,Ezreal,Karma,Poppy,Sion,0.0,0.0,0.7333333333333333,0.9130434782608695,1.0
0.0,1.0,LCS,NRG Kia,Cloud9,Caitlyn,Olaf,Thresh,Xin Zhao,Lee Sin,Jinx,Jarvan IV,Lulu,Orianna,Gangplank,0.0,0.0,0.7333333333333333,0.9130434782608695,1.0
0.0,0.0,LCS,NRG Kia,Cloud9,Xin Zhao,Jarvan IV,Karma,Akali,Viktor,Jinx,Viego,Gwen,Rakan,Vex,0.0,0.0,0.7333333333333333,0.9565217391304348,0.9491525423728814
0.0,1.0,LCS,Cloud9,NRG Kia,Twisted Fate,Caitlyn,Corki,Lulu,Nautilus,Lee Sin,Thresh,Varus,Akshan,Orianna,0.0,0.0,0.7333333333333333,0.9565217391304348,0.9491525423728814
0.0,0.0,LCS,Cloud9,NRG Kia,Gwen,Akali,Twisted Fate,Viktor,Camille,Xin Zhao,Jinx,Thresh,Malzahar,Akshan,0.0,0.0,0.7333333333333333,1.0,0.9322033898305084
0.0,1.0,LCS,NRG Kia,Cloud9,Caitlyn,Olaf,Corki,Orianna,Sion,Ezreal,Karma,Viego,LeBlanc,Aatrox,0.0,0.0,0.7333333333333333,1.0,0.9322033898305084
0.004901960784313708,0.0,LCK,Gen.G,Kwangdong Freecs,Tryndamere,Karma,Renekton,LeBlanc,Syndra,Aphelios,Poppy,Nautilus,Gwen,Azir,0.0,0.0,0.8333333333333334,0.34782608695652173,0.1016949152542373
0.004901960784313708,1.0,LCK,Kwangdong Freecs,Gen.G,Twisted Fate,Caitlyn,Corki,Gragas,Akali,Thresh,Xin Zhao,Jinx,Viktor,Ryze,0.0,0.0,0.8333333333333334,0.34782608695652173,0.1016949152542373
0.004901960784313708,0.0,LCK,Kwangdong Freecs,Gen.G,Diana,Poppy,Renekton,Thresh,Jayce,Tryndamere,Akali,Xin Zhao,Jinx,Leona,0.0,0.0,0.8333333333333334,0.34782608695652173,1.0
0.004901960784313708,1.0,LCK,Gen.G,Kwangdong Freecs,Caitlyn,Twisted Fate,Corki,Yuumi,Karma,Aphelios,Lee Sin,LeBlanc,Gragas,Janna,0.0,0.0,0.8333333333333334,0.34782608695652173,1.0
0.004901960784313708,0.0,LCK,DRX,OKSavingsBank BRION,Xin Zhao,Karma,Renekton,Jinx,Rakan,Aphelios,Poppy,Viktor,Nautilus,Gangplank,0.0,0.0,0.8333333333333334,0.4782608695652174,0.0847457627118644
0.004901960784313708,1.0,LCK,OKSavingsBank BRION,DRX,Caitlyn,Twisted Fate,Corki,Gragas,Thresh,Akali,Lee Sin,Ryze,Leona,Xayah,0.0,0.0,0.8333333333333334,0.4782608695652174,0.0847457627118644
0.004901960784313708,0.0,LCK,OKSavingsBank BRION,DRX,Viktor,Karma,Akali,Leona,Nautilus,Xin Zhao,Jinx,Thresh,Gwen,Galio,0.0,0.0,0.8333333333333334,0.5217391304347826,0.11864406779661017
0.004901960784313708,1.0,LCK,DRX,OKSavingsBank BRION,Corki,Twisted Fate,Caitlyn,Ryze,Camille,Aphelios,Lee Sin,LeBlanc,Tahm Kench,Jayce,0.0,0.0,0.8333333333333334,0.5217391304347826,0.11864406779661017
0.004901960784313708,0.0,LCK,KT Rolster,BNK FEARX,Akali,Karma,Xin Zhao,Diana,Viktor,Caitlyn,Poppy,Lux,Ryze,Gragas,0.0,0.0,0.8666666666666667,0.30434782608695654,0.05084745762711865
0.004901960784313708,1.0,LCK,BNK FEARX,KT Rolster,Twisted Fate,Renekton,Aphelios,Lee Sin,Orianna,Tahm Kench,Senna,Gwen,Trundle,Lucian,0.0,0.0,0.8666666666666667,0.30434782608695654,0.05084745762711865
0.004901960784313708,0.0,LCK,BNK FEARX,KT Rolster,Renekton,Caitlyn,Twisted Fate,Lee Sin,Gragas,Aphelios,Akali,Thresh,Olaf,Corki,0.0,0.0,0.8666666666666667,0.34782608695652173,0.6101694915254238
0.004901960784313708,1.0,LCK,KT Rolster,BNK FEARX,Xin Zhao,Karma,Diana,Trundle,Viktor,Jinx,Poppy,LeBlanc,Sett,Kennen,0.0,0.0,0.8666666666666667,0.34782608695652173,0.6101694915254238
0.004901960784313708,0.0,LCK,KT Rolster,BNK FEARX,Akali,Karma,Xin Zhao,Jhin,Senna,Twisted Fate,Rek'Sai,Lee Sin,Lucian,Nami,0.0,0.0,0.8666666666666667,0.3913043478260869,0.6610169491525424
0.004901960784313708,1.0,LCK,BNK FEARX,KT Rolster,Renekton,Caitlyn,Aphelios,Kalista,Jinx,Irelia,Diana,Fiora,Leona,Ezreal,0.0,0.0,0.8666666666666667,0.3913043478260869,0.6610169491525424
0.004901960784313708,0.0,LCK,T1,Nongshim RedForce,Graves,Yuumi,Renekton,Gwen,Gnar,Corki,Aphelios,Tahm Kench,Viego,Gragas,0.0,0.0,0.8666666666666667,0.43478260869565216,0.6949152542372882
0.004901960784313708,1.0,LCK,Nongshim RedForce,T1,Twisted Fate,Karma,Caitlyn,Poppy,Xin Zhao,Jinx,Thresh,Diana,Viktor,Jayce,0.0,0.0,0.8666666666666667,0.43478260869565216,0.6949152542372882
0.004901960784313708,0.0,LCK,Nongshim RedForce,T1,Tryndamere,Aphelios,Caitlyn,Graves,Thresh,Twisted Fate,Yuumi,Jhin,Lee Sin,Akali,0.0,0.0,0.8666666666666667,0.5217391304347826,0.5254237288135594
0.004901960784313708,1.0,LCK,T1,Nongshim RedForce,Corki,Renekton,Karma,Jayce,Xin Zhao,Jinx,Viktor,Jarvan IV,Gwen,Lulu,0.0,0.0,0.8666666666666667,0.5217391304347826,0.5254237288135594
0.004901960784313708,0.0,LCK,T1,Nongshim RedForce,Yuumi,Renekton,Twisted Fate,Zoe,Viktor,Thresh,Jinx,Azir,Jayce,Xin Zhao,0.0,0.0,0.8666666666666667,0.5652173913043478,0.4745762711864407
0.004901960784313708,1.0,LCK,Nongshim RedForce,T1,Karma,Caitlyn,Corki,Tryndamere,Jax,Aphelios,Poppy,Graves,Syndra,Blitzcrank,0.0,0.0,0.8666666666666667,0.5652173913043478,0.4745762711864407
0.0,0.0,CBLOL,paiN Gaming,Liberty,Gwen,Viktor,Caitlyn,Kennen,Jinx,Corki,Renekton,Xin Zhao,Nautilus,Jhin,0.0,0.0,0.8666666666666667,0.8260869565217391,0.7627118644067796
0.0,1.0,CBLOL,Liberty,paiN Gaming,Lee Sin,Thresh,Jayce,Rakan,Braum,Leona,Viego,Sylas,Aphelios,Volibear,0.0,0.0,0.8666666666666667,0.8260869565217391,0.7627118644067796
0.0,0.0,CBLOL,paiN Gaming,KaBuM! Esports,Caitlyn,Jayce,Viktor,Zoe,Syndra,Gwen,Leona,Xin Zhao,Azir,Varus,0.0,0.0,0.8666666666666667,0.8695652173913043,0.847457627118644
0.0,1.0,CBLOL,KaBuM! Esports,paiN Gaming,Renekton,Corki,Twisted Fate,Jhin,Ziggs,Thresh,Lee Sin,Aphelios,Vex,Kennen,0.0,0.0,0.8666666666666667,0.8695652173913043,0.847457627118644
